municipio_distrito;fecha_informe;casos_confirmados_P60mas_ultimos_14dias;tasa_incidencia_acumulada_P60mas_ultimos_14dias;codigo_geometria
Becerril de la Sierra;2023/04/25 11:37:00;;219,46;186
Fuenlabrada;2023/04/25 11:37:00;78;179,35;587
Garganta de los Montes;2023/04/25 11:37:00;;0;626
Pinto;2023/04/25 11:37:00;23;243,7;1132
Alameda del Valle;2023/04/25 11:37:00;;0;35
Berzosa del Lozoya;2023/04/25 11:37:00;;0;203
Los Santos de la Humosa;2023/04/25 11:37:00;;0;1375
El Álamo;2023/04/25 11:37:00;6;265,6;40
Pelayos de la Presa;2023/04/25 11:37:00;;0;1090
Galapagar;2023/04/25 11:37:00;16;230,41;611
Griñón;2023/04/25 11:37:00;;90,74;663
Gargantilla del Lozoya y Pinilla de Buitrago;2023/04/25 11:37:00;;1960,78;632
Aldea del Fresno;2023/04/25 11:37:00;;0;88
Carabaña;2023/04/25 11:37:00;;204,92;357
Talamanca de Jarama;2023/04/25 11:37:00;;275,48;1454
Chapinería;2023/04/25 11:37:00;;369;513
Ciempozuelos;2023/04/25 11:37:00;7;140,79;409
Ajalvir;2023/04/25 11:37:00;7;979,02;29
San Lorenzo de El Escorial;2023/04/25 11:37:00;7;155,8;1317
Gascones;2023/04/25 11:37:00;;0;647
San Martín de la Vega;2023/04/25 11:37:00;6;199,27;1322
Móstoles;2023/04/25 11:37:00;116;200,89;920
Leganés;2023/04/25 11:37:00;105;201,37;745
Braojos;2023/04/25 11:37:00;;0;246
Cubas de la Sagra;2023/04/25 11:37:00;;101,42;506
Algete;2023/04/25 11:37:00;26;629,54;91
Mejorada del Campo;2023/04/25 11:37:00;;64,49;843
Loeches;2023/04/25 11:37:00;;0;758
Parla;2023/04/25 11:37:00;44;193,99;1065
Fuentidueña de Tajo;2023/04/25 11:37:00;;175,44;604
Ambite;2023/04/25 11:37:00;;1190,48;112
Torremocha de Jarama;2023/04/25 11:37:00;;282,49;1533
Anchuelo;2023/04/25 11:37:00;;374,53;127
Los Molinos;2023/04/25 11:37:00;;81,9;875
Soto del Real;2023/04/25 11:37:00;;186,13;1441
Valverde de Alcalá;2023/04/25 11:37:00;;0;1662
Fuente el Saz de Jarama;2023/04/25 11:37:00;;286,33;590
Horcajo de la Sierra-Aoslos;2023/04/25 11:37:00;;0;702
Valdeolmos-Alalpardo;2023/04/25 11:37:00;;151,52;1625
Campo Real;2023/04/25 11:37:00;;87,8;339
Valdeavero;2023/04/25 11:37:00;;643,09;1564
Villamanrique de Tajo;2023/04/25 11:37:00;;469,48;1739
Cobeña;2023/04/25 11:37:00;;0;416
Fresnedillas de la Oliva;2023/04/25 11:37:00;;0;565
Valdilecha;2023/04/25 11:37:00;;163,67;1659
El Berrueco;2023/04/25 11:37:00;;0;210
Pezuela de las Torres;2023/04/25 11:37:00;;0;1111
Villar del Olmo;2023/04/25 11:37:00;7;1559,02;1795
Guadarrama;2023/04/25 11:37:00;;78,1;685
San Martín de Valdeiglesias;2023/04/25 11:37:00;;177,78;1338
Torrelodones;2023/04/25 11:37:00;;103,61;1527
Boadilla del Monte;2023/04/25 11:37:00;29;318,16;225
Torrejón de Velasco;2023/04/25 11:37:00;;121,95;1505
Villanueva de Perales;2023/04/25 11:37:00;;0;1782
Tielmes;2023/04/25 11:37:00;;0;1467
San Sebastián de los Reyes;2023/04/25 11:37:00;25;136,24;1343
Guadalix de la Sierra;2023/04/25 11:37:00;;0;679
Humanes de Madrid;2023/04/25 11:37:00;8;283,49;730
Chinchón;2023/04/25 11:37:00;;277,78;528
Cadalso de los Vidrios;2023/04/25 11:37:00;;111,86;318
Hoyo de Manzanares;2023/04/25 11:37:00;;0;724
Torrejón de la Calzada;2023/04/25 11:37:00;;132,71;1492
Estremera;2023/04/25 11:37:00;;0;552
Corpa;2023/04/25 11:37:00;;0;480
Meco;2023/04/25 11:37:00;;194,46;838
Madarcos;2023/04/25 11:37:00;;0;783
Zarzalejo;2023/04/25 11:37:00;;237,53;1837
Arganda del Rey;2023/04/25 11:37:00;17;167,39;148
Collado Mediano;2023/04/25 11:37:00;;64,64;468
Daganzo de Arriba;2023/04/25 11:37:00;;79,11;534
Manzanares El Real;2023/04/25 11:37:00;;0;822
Buitrago del Lozoya;2023/04/25 11:37:00;;209,64;278
Valdelaguna;2023/04/25 11:37:00;;0;1570
Valdepiélagos;2023/04/25 11:37:00;;0;1631
Casarrubuelos;2023/04/25 11:37:00;;154,8;360
Miraflores de la Sierra;2023/04/25 11:37:00;;288,81;856
Paracuellos de Jarama;2023/04/25 11:37:00;;67,05;1049
El Vellón;2023/04/25 11:37:00;;0;1684
Lozoya;2023/04/25 11:37:00;;483,09;761
Collado Villalba;2023/04/25 11:37:00;6;45,53;474
Colmenarejo;2023/04/25 11:37:00;;0;442
Villavieja del Lozoya;2023/04/25 11:37:00;;0;1821
Prádena del Rincón;2023/04/25 11:37:00;;0;1179
La Cabrera;2023/04/25 11:37:00;;156,25;301
Sevilla la Nueva;2023/04/25 11:37:00;;134,68;1415
La Acebeda;2023/04/25 11:37:00;;0;14
Redueña;2023/04/25 11:37:00;;0;1219
Robledillo de la Jara;2023/04/25 11:37:00;;0;1245
La Serna del Monte;2023/04/25 11:37:00;;0;1381
Colmenar de Oreja;2023/04/25 11:37:00;;143,4;437
Rozas de Puerto Real;2023/04/25 11:37:00;;995,02;1283
Valdemanco;2023/04/25 11:37:00;;0;1586
Brunete;2023/04/25 11:37:00;;107,07;262
Titulcia;2023/04/25 11:37:00;;0;1473
Villa del Prado;2023/04/25 11:37:00;;315,26;1718
Lozoyuela-Navas-Sieteiglesias;2023/04/25 11:37:00;;0;9015
Quijorna;2023/04/25 11:37:00;;168,63;1198
Valdemoro;2023/04/25 11:37:00;49;446,27;1610
Tres Cantos;2023/04/25 11:37:00;7;69,62;9036
Torrelaguna;2023/04/25 11:37:00;;92,25;1512
Rivas-Vaciamadrid;2023/04/25 11:37:00;14;101,95;1230
El Atazar;2023/04/25 11:37:00;;0;164
Pedrezuela;2023/04/25 11:37:00;;422,83;1087
Santa María de la Alameda;2023/04/25 11:37:00;;256,41;1356
Horcajuelo de la Sierra;2023/04/25 11:37:00;;0;719
Arroyomolinos;2023/04/25 11:37:00;;124,46;151
Moralzarzal;2023/04/25 11:37:00;;79,52;908
Canencia;2023/04/25 11:37:00;;0;344
Villarejo de Salvanés;2023/04/25 11:37:00;;115,21;1809
Serranillos del Valle;2023/04/25 11:37:00;;0;1408
Villaviciosa de Odón;2023/04/25 11:37:00;6;81,38;1816
Camarma de Esteruelas;2023/04/25 11:37:00;;242,91;323
Robledo de Chavela;2023/04/25 11:37:00;;255,75;1258
Patones;2023/04/25 11:37:00;6;3208,56;1071
Navalagamella;2023/04/25 11:37:00;;575,82;954
Rascafría;2023/04/25 11:37:00;;674,54;1202
El Boalo;2023/04/25 11:37:00;;71,68;231
Majadahonda;2023/04/25 11:37:00;19;116,56;800
Batres;2023/04/25 11:37:00;;0;170
Alcobendas;2023/04/25 11:37:00;44;170,83;66
Alcalá de Henares;2023/04/25 11:37:00;126;260,37;53
Colmenar Viejo;2023/04/25 11:37:00;14;139,47;455
San Fernando de Henares;2023/04/25 11:37:00;13;146,07;1300
Villalbilla;2023/04/25 11:37:00;;134,29;1723
El Escorial;2023/04/25 11:37:00;7;165,8;549
Colmenar del Arroyo;2023/04/25 11:37:00;;0;421
Torrejón de Ardoz;2023/04/25 11:37:00;26;95,8;1489
Piñuécar-Gandullas;2023/04/25 11:37:00;;0;1147
Brea de Tajo;2023/04/25 11:37:00;;0;259
El Molar;2023/04/25 11:37:00;;63,49;869
Belmonte de Tajo;2023/04/25 11:37:00;;236,97;199
Torres de la Alameda;2023/04/25 11:37:00;;0;1548
Somosierra;2023/04/25 11:37:00;;0;1436
Alpedrete;2023/04/25 11:37:00;;173,01;105
Orusco de Tajuña;2023/04/25 11:37:00;;289,86;1028
La Hiruela;2023/04/25 11:37:00;;0;698
Cervera de Buitrago;2023/04/25 11:37:00;;0;395
Getafe;2023/04/25 11:37:00;62;138,25;650
Ribatejada;2023/04/25 11:37:00;;0;1224
Villaconejos;2023/04/25 11:37:00;;0;1701
Valdetorres de Jarama;2023/04/25 11:37:00;12;1148,33;1646
Pozuelo de Alarcón;2023/04/25 11:37:00;37;177,24;1150
Madrid-Retiro;2023/04/18 13:06:00;31;79,27;79603
Madrid-Salamanca;2023/04/18 13:06:00;34;76,94;79604
Madrid-Centro;2023/04/18 13:06:00;13;43,39;79601
Madrid-Arganzuela;2023/04/18 13:06:00;43;104,41;79602
Madrid-Chamartín;2023/04/18 13:06:00;39;89,97;79605
Madrid-Tetuán;2023/04/18 13:06:00;27;67,79;79606
Madrid-Chamberí;2023/04/18 13:06:00;31;73,32;79607
Madrid-Fuencarral-El Pardo;2023/04/18 13:06:00;50;75,95;79608
Madrid-Moncloa-Aravaca;2023/04/18 13:06:00;37;108,64;79609
Madrid-Latina;2023/04/18 13:06:00;120;166,23;79610
Madrid-Carabanchel;2023/04/18 13:06:00;66;106,14;79611
Madrid-Usera;2023/04/18 13:06:00;19;60,75;79612
Madrid-Puente de Vallecas;2023/04/18 13:06:00;81;141,61;79613
Madrid-San Blas - Canillejas;2023/04/18 13:06:00;43;113,49;79620
Madrid-Barajas;2023/04/18 13:06:00;11;95,13;79621
Madrid-Moratalaz;2023/04/18 13:06:00;27;87,42;79614
Madrid-Ciudad Lineal;2023/04/18 13:06:00;56;88,4;79615
Madrid-Hortaleza;2023/04/18 13:06:00;56;120,08;79616
Madrid-Villaverde;2023/04/18 13:06:00;31;91,04;79617
Madrid-Villa de Vallecas;2023/04/18 13:06:00;22;109,55;79618
Madrid-Vicálvaro;2023/04/18 13:06:00;19;131,37;79619
Alcorcón;2023/04/18 13:06:00;48;103,25;72
Navalcarnero;2023/04/18 13:06:00;7;139,14;967
San Agustín del Guadalix;2023/04/18 13:06:00;;145,21;1296
Las Rozas de Madrid;2023/04/18 13:06:00;17;90,72;1277
Moraleja de Enmedio;2023/04/18 13:06:00;;0;894
Valdaracete;2023/04/18 13:06:00;;0;1551
Pozuelo del Rey;2023/04/18 13:06:00;;0;1163
Puebla de la Sierra;2023/04/18 13:06:00;;0;1185
Perales de Tajuña;2023/04/18 13:06:00;;0;1104
Valdemorillo;2023/04/18 13:06:00;;153,08;1603
Navalafuente;2023/04/18 13:06:00;;0;941
Velilla de San Antonio;2023/04/18 13:06:00;;53,45;1678
Villanueva de la Cañada;2023/04/18 13:06:00;;104,74;1760
Villanueva del Pardillo;2023/04/18 13:06:00;;46,34;1776
Nuevo Baztán;2023/04/18 13:06:00;;72,89;1006
Villamantilla;2023/04/18 13:06:00;;0;1757
Villamanta;2023/04/18 13:06:00;;0;1744
Cabanillas de la Sierra;2023/04/18 13:06:00;;0;297
Cenicientos;2023/04/18 13:06:00;;0;376
Puentes Viejas;2023/04/18 13:06:00;;0;9020
Aranjuez;2023/04/18 13:06:00;10;73,78;133
Cercedilla;2023/04/18 13:06:00;;56,02;382
Santorcaz;2023/04/18 13:06:00;;0;1369
Coslada;2023/04/18 13:06:00;19;81,5;493
Morata de Tajuña;2023/04/18 13:06:00;;0;915
Robregordo;2023/04/18 13:06:00;;0;1261
Navarredonda y San Mamés;2023/04/18 13:06:00;;0;973
Venturada;2023/04/18 13:06:00;;0;1697
Navacerrada;2023/04/18 13:06:00;;0;936
Montejo de la Sierra;2023/04/18 13:06:00;;813,01;881
Fresno de Torote;2023/04/18 13:06:00;;219,78;571
Pinilla del Valle;2023/04/18 13:06:00;;0;1126
Valdemaqueda;2023/04/18 13:06:00;;0;1599
Navas del Rey;2023/04/18 13:06:00;;135,87;992
Olmeda de las Fuentes;2023/04/18 13:06:00;;0;1013
Bustarviejo;2023/04/18 13:06:00;;0;284
Becerril de la Sierra;2023/04/18 13:06:00;;146,31;186
Fuenlabrada;2023/04/18 13:06:00;51;117,27;587
Garganta de los Montes;2023/04/18 13:06:00;;0;626
Pinto;2023/04/18 13:06:00;17;180,12;1132
Alameda del Valle;2023/04/18 13:06:00;;0;35
Berzosa del Lozoya;2023/04/18 13:06:00;;0;203
Los Santos de la Humosa;2023/04/18 13:06:00;;0;1375
El Álamo;2023/04/18 13:06:00;;132,8;40
Pelayos de la Presa;2023/04/18 13:06:00;;0;1090
Galapagar;2023/04/18 13:06:00;15;216,01;611
Griñón;2023/04/18 13:06:00;;90,74;663
Gargantilla del Lozoya y Pinilla de Buitrago;2023/04/18 13:06:00;;4901,96;632
Aldea del Fresno;2023/04/18 13:06:00;;129,87;88
Carabaña;2023/04/18 13:06:00;;0;357
Talamanca de Jarama;2023/04/18 13:06:00;;137,74;1454
Chapinería;2023/04/18 13:06:00;;369;513
Ciempozuelos;2023/04/18 13:06:00;24;482,7;409
Ajalvir;2023/04/18 13:06:00;6;839,16;29
San Lorenzo de El Escorial;2023/04/18 13:06:00;7;155,8;1317
Gascones;2023/04/18 13:06:00;;0;647
San Martín de la Vega;2023/04/18 13:06:00;;66,42;1322
Móstoles;2023/04/18 13:06:00;91;157,6;920
Leganés;2023/04/18 13:06:00;75;143,84;745
Braojos;2023/04/18 13:06:00;;0;246
Cubas de la Sagra;2023/04/18 13:06:00;;101,42;506
Algete;2023/04/18 13:06:00;22;532,69;91
Mejorada del Campo;2023/04/18 13:06:00;;42,99;843
Loeches;2023/04/18 13:06:00;;85,47;758
Parla;2023/04/18 13:06:00;35;154,31;1065
Fuentidueña de Tajo;2023/04/18 13:06:00;;175,44;604
Ambite;2023/04/18 13:06:00;;595,24;112
Torremocha de Jarama;2023/04/18 13:06:00;;0;1533
Anchuelo;2023/04/18 13:06:00;;374,53;127
Los Molinos;2023/04/18 13:06:00;;0;875
Soto del Real;2023/04/18 13:06:00;;139,6;1441
Valverde de Alcalá;2023/04/18 13:06:00;;0;1662
Fuente el Saz de Jarama;2023/04/18 13:06:00;;0;590
Horcajo de la Sierra-Aoslos;2023/04/18 13:06:00;;0;702
Valdeolmos-Alalpardo;2023/04/18 13:06:00;;151,52;1625
Campo Real;2023/04/18 13:06:00;;0;339
Valdeavero;2023/04/18 13:06:00;;643,09;1564
Villamanrique de Tajo;2023/04/18 13:06:00;;469,48;1739
Cobeña;2023/04/18 13:06:00;;0;416
Fresnedillas de la Oliva;2023/04/18 13:06:00;;304,88;565
Valdilecha;2023/04/18 13:06:00;;0;1659
El Berrueco;2023/04/18 13:06:00;;0;210
Pezuela de las Torres;2023/04/18 13:06:00;;0;1111
Villar del Olmo;2023/04/18 13:06:00;;668,15;1795
Guadarrama;2023/04/18 13:06:00;7;182,24;685
San Martín de Valdeiglesias;2023/04/18 13:06:00;;44,44;1338
Torrelodones;2023/04/18 13:06:00;6;124,33;1527
Boadilla del Monte;2023/04/18 13:06:00;;21,94;225
Torrejón de Velasco;2023/04/18 13:06:00;;243,9;1505
Villanueva de Perales;2023/04/18 13:06:00;;0;1782
Tielmes;2023/04/18 13:06:00;;0;1467
San Sebastián de los Reyes;2023/04/18 13:06:00;22;119,89;1343
Guadalix de la Sierra;2023/04/18 13:06:00;;0;679
Humanes de Madrid;2023/04/18 13:06:00;;177,18;730
Chinchón;2023/04/18 13:06:00;;138,89;528
Cadalso de los Vidrios;2023/04/18 13:06:00;;0;318
Hoyo de Manzanares;2023/04/18 13:06:00;;0;724
Torrejón de la Calzada;2023/04/18 13:06:00;;66,36;1492
Estremera;2023/04/18 13:06:00;;0;552
Corpa;2023/04/18 13:06:00;;0;480
Meco;2023/04/18 13:06:00;;194,46;838
Madarcos;2023/04/18 13:06:00;;0;783
Zarzalejo;2023/04/18 13:06:00;;0;1837
Arganda del Rey;2023/04/18 13:06:00;9;88,62;148
Collado Mediano;2023/04/18 13:06:00;;64,64;468
Daganzo de Arriba;2023/04/18 13:06:00;;0;534
Manzanares El Real;2023/04/18 13:06:00;;59,7;822
Buitrago del Lozoya;2023/04/18 13:06:00;;419,29;278
Valdelaguna;2023/04/18 13:06:00;;0;1570
Valdepiélagos;2023/04/18 13:06:00;;0;1631
Casarrubuelos;2023/04/18 13:06:00;;154,8;360
Miraflores de la Sierra;2023/04/18 13:06:00;6;433,21;856
Paracuellos de Jarama;2023/04/18 13:06:00;;33,52;1049
El Vellón;2023/04/18 13:06:00;;0;1684
Lozoya;2023/04/18 13:06:00;;483,09;761
Collado Villalba;2023/04/18 13:06:00;9;68,3;474
Colmenarejo;2023/04/18 13:06:00;;60,31;442
Villavieja del Lozoya;2023/04/18 13:06:00;;0;1821
Prádena del Rincón;2023/04/18 13:06:00;;0;1179
La Cabrera;2023/04/18 13:06:00;;312,5;301
Sevilla la Nueva;2023/04/18 13:06:00;;0;1415
La Acebeda;2023/04/18 13:06:00;;0;14
Redueña;2023/04/18 13:06:00;;0;1219
Robledillo de la Jara;2023/04/18 13:06:00;;0;1245
La Serna del Monte;2023/04/18 13:06:00;;0;1381
Colmenar de Oreja;2023/04/18 13:06:00;;95,6;437
Rozas de Puerto Real;2023/04/18 13:06:00;;497,51;1283
Valdemanco;2023/04/18 13:06:00;;0;1586
Brunete;2023/04/18 13:06:00;;107,07;262
Titulcia;2023/04/18 13:06:00;;0;1473
Villa del Prado;2023/04/18 13:06:00;;252,21;1718
Lozoyuela-Navas-Sieteiglesias;2023/04/18 13:06:00;;0;9015
Quijorna;2023/04/18 13:06:00;;168,63;1198
Valdemoro;2023/04/18 13:06:00;47;428,05;1610
Tres Cantos;2023/04/18 13:06:00;8;79,57;9036
Torrelaguna;2023/04/18 13:06:00;;184,5;1512
Rivas-Vaciamadrid;2023/04/18 13:06:00;13;94,67;1230
El Atazar;2023/04/18 13:06:00;;0;164
Pedrezuela;2023/04/18 13:06:00;;317,12;1087
Santa María de la Alameda;2023/04/18 13:06:00;;512,82;1356
Horcajuelo de la Sierra;2023/04/18 13:06:00;;0;719
Arroyomolinos;2023/04/18 13:06:00;;62,23;151
Moralzarzal;2023/04/18 13:06:00;;0;908
Canencia;2023/04/18 13:06:00;;0;344
Villarejo de Salvanés;2023/04/18 13:06:00;;0;1809
Serranillos del Valle;2023/04/18 13:06:00;;132,8;1408
Villaviciosa de Odón;2023/04/18 13:06:00;;54,25;1816
Camarma de Esteruelas;2023/04/18 13:06:00;;242,91;323
Robledo de Chavela;2023/04/18 13:06:00;6;511,51;1258
Patones;2023/04/18 13:06:00;6;3208,56;1071
Navalagamella;2023/04/18 13:06:00;;959,69;954
Rascafría;2023/04/18 13:06:00;6;1011,8;1202
El Boalo;2023/04/18 13:06:00;;71,68;231
Majadahonda;2023/04/18 13:06:00;16;98,15;800
Batres;2023/04/18 13:06:00;;0;170
Alcobendas;2023/04/18 13:06:00;54;209,66;66
Alcalá de Henares;2023/04/18 13:06:00;104;214,91;53
Colmenar Viejo;2023/04/18 13:06:00;11;109,58;455
San Fernando de Henares;2023/04/18 13:06:00;14;157,3;1300
Villalbilla;2023/04/18 13:06:00;;223,81;1723
El Escorial;2023/04/18 13:06:00;;71,06;549
Colmenar del Arroyo;2023/04/18 13:06:00;;0;421
Torrejón de Ardoz;2023/04/18 13:06:00;17;62,64;1489
Piñuécar-Gandullas;2023/04/18 13:06:00;;0;1147
Brea de Tajo;2023/04/18 13:06:00;;0;259
El Molar;2023/04/18 13:06:00;;253,97;869
Belmonte de Tajo;2023/04/18 13:06:00;;0;199
Torres de la Alameda;2023/04/18 13:06:00;;64,18;1548
Somosierra;2023/04/18 13:06:00;;0;1436
Alpedrete;2023/04/18 13:06:00;;103,81;105
Orusco de Tajuña;2023/04/18 13:06:00;;0;1028
La Hiruela;2023/04/18 13:06:00;;0;698
Cervera de Buitrago;2023/04/18 13:06:00;;0;395
Getafe;2023/04/18 13:06:00;56;124,87;650
Ribatejada;2023/04/18 13:06:00;;0;1224
Villaconejos;2023/04/18 13:06:00;;0;1701
Valdetorres de Jarama;2023/04/18 13:06:00;;95,69;1646
Pozuelo de Alarcón;2023/04/18 13:06:00;37;177,24;1150
Madrid-Retiro;2023/04/11 11:47:00;33;84,39;79603
Madrid-Salamanca;2023/04/11 11:47:00;33;74,68;79604
Madrid-Centro;2023/04/11 11:47:00;16;53,4;79601
Madrid-Arganzuela;2023/04/11 11:47:00;34;82,56;79602
Madrid-Chamartín;2023/04/11 11:47:00;30;69,21;79605
Madrid-Tetuán;2023/04/11 11:47:00;22;55,24;79606
Madrid-Chamberí;2023/04/11 11:47:00;34;80,42;79607
Madrid-Fuencarral-El Pardo;2023/04/11 11:47:00;48;72,91;79608
Madrid-Moncloa-Aravaca;2023/04/11 11:47:00;20;58,72;79609
Madrid-Latina;2023/04/11 11:47:00;88;121,9;79610
Madrid-Carabanchel;2023/04/11 11:47:00;63;101,31;79611
Madrid-Usera;2023/04/11 11:47:00;23;73,53;79612
Madrid-Puente de Vallecas;2023/04/11 11:47:00;61;106,64;79613
Madrid-San Blas - Canillejas;2023/04/11 11:47:00;35;92,38;79620
Madrid-Barajas;2023/04/11 11:47:00;10;86,48;79621
Madrid-Moratalaz;2023/04/11 11:47:00;35;113,32;79614
Madrid-Ciudad Lineal;2023/04/11 11:47:00;49;77,35;79615
Madrid-Hortaleza;2023/04/11 11:47:00;43;92,2;79616
Madrid-Villaverde;2023/04/11 11:47:00;29;85,17;79617
Madrid-Villa de Vallecas;2023/04/11 11:47:00;22;109,55;79618
Madrid-Vicálvaro;2023/04/11 11:47:00;16;110,63;79619
Alcorcón;2023/04/11 11:47:00;46;98,95;72
Navalcarnero;2023/04/11 11:47:00;9;178,89;967
San Agustín del Guadalix;2023/04/11 11:47:00;;96,81;1296
Las Rozas de Madrid;2023/04/11 11:47:00;;26,68;1277
Moraleja de Enmedio;2023/04/11 11:47:00;;0;894
Valdaracete;2023/04/11 11:47:00;;546,45;1551
Pozuelo del Rey;2023/04/11 11:47:00;;0;1163
Puebla de la Sierra;2023/04/11 11:47:00;;0;1185
Perales de Tajuña;2023/04/11 11:47:00;;145,56;1104
Valdemorillo;2023/04/11 11:47:00;;38,27;1603
Navalafuente;2023/04/11 11:47:00;;0;941
Velilla de San Antonio;2023/04/11 11:47:00;;53,45;1678
Villanueva de la Cañada;2023/04/11 11:47:00;;104,74;1760
Villanueva del Pardillo;2023/04/11 11:47:00;;46,34;1776
Nuevo Baztán;2023/04/11 11:47:00;;0;1006
Villamantilla;2023/04/11 11:47:00;;0;1757
Villamanta;2023/04/11 11:47:00;;0;1744
Cabanillas de la Sierra;2023/04/11 11:47:00;;0;297
Cenicientos;2023/04/11 11:47:00;;145,56;376
Puentes Viejas;2023/04/11 11:47:00;;515,46;9020
Aranjuez;2023/04/11 11:47:00;;29,51;133
Cercedilla;2023/04/11 11:47:00;;224,09;382
Santorcaz;2023/04/11 11:47:00;;438,6;1369
Coslada;2023/04/11 11:47:00;24;102,95;493
Morata de Tajuña;2023/04/11 11:47:00;;0;915
Robregordo;2023/04/11 11:47:00;;0;1261
Navarredonda y San Mamés;2023/04/11 11:47:00;;0;973
Venturada;2023/04/11 11:47:00;;0;1697
Navacerrada;2023/04/11 11:47:00;;0;936
Montejo de la Sierra;2023/04/11 11:47:00;;0;881
Fresno de Torote;2023/04/11 11:47:00;;219,78;571
Pinilla del Valle;2023/04/11 11:47:00;;0;1126
Valdemaqueda;2023/04/11 11:47:00;;420,17;1599
Navas del Rey;2023/04/11 11:47:00;;135,87;992
Olmeda de las Fuentes;2023/04/11 11:47:00;;0;1013
Bustarviejo;2023/04/11 11:47:00;;171,82;284
Becerril de la Sierra;2023/04/11 11:47:00;;0;186
Fuenlabrada;2023/04/11 11:47:00;46;105,77;587
Garganta de los Montes;2023/04/11 11:47:00;;0;626
Pinto;2023/04/11 11:47:00;9;95,36;1132
Alameda del Valle;2023/04/11 11:47:00;;0;35
Berzosa del Lozoya;2023/04/11 11:47:00;;0;203
Los Santos de la Humosa;2023/04/11 11:47:00;;0;1375
El Álamo;2023/04/11 11:47:00;;88,53;40
Pelayos de la Presa;2023/04/11 11:47:00;;421,35;1090
Galapagar;2023/04/11 11:47:00;20;288,02;611
Griñón;2023/04/11 11:47:00;8;362,98;663
Gargantilla del Lozoya y Pinilla de Buitrago;2023/04/11 11:47:00;;2941,18;632
Aldea del Fresno;2023/04/11 11:47:00;;129,87;88
Carabaña;2023/04/11 11:47:00;;204,92;357
Talamanca de Jarama;2023/04/11 11:47:00;;137,74;1454
Chapinería;2023/04/11 11:47:00;;369;513
Ciempozuelos;2023/04/11 11:47:00;51;1025,74;409
Ajalvir;2023/04/11 11:47:00;;0;29
San Lorenzo de El Escorial;2023/04/11 11:47:00;13;289,34;1317
Gascones;2023/04/11 11:47:00;;0;647
San Martín de la Vega;2023/04/11 11:47:00;6;199,27;1322
Móstoles;2023/04/11 11:47:00;81;140,28;920
Leganés;2023/04/11 11:47:00;76;145,75;745
Braojos;2023/04/11 11:47:00;;0;246
Cubas de la Sagra;2023/04/11 11:47:00;;202,84;506
Algete;2023/04/11 11:47:00;;96,85;91
Mejorada del Campo;2023/04/11 11:47:00;;64,49;843
Loeches;2023/04/11 11:47:00;;85,47;758
Parla;2023/04/11 11:47:00;15;66,13;1065
Fuentidueña de Tajo;2023/04/11 11:47:00;;0;604
Ambite;2023/04/11 11:47:00;;0;112
Torremocha de Jarama;2023/04/11 11:47:00;;282,49;1533
Anchuelo;2023/04/11 11:47:00;;0;127
Los Molinos;2023/04/11 11:47:00;;0;875
Soto del Real;2023/04/11 11:47:00;;139,6;1441
Valverde de Alcalá;2023/04/11 11:47:00;;0;1662
Fuente el Saz de Jarama;2023/04/11 11:47:00;;0;590
Horcajo de la Sierra-Aoslos;2023/04/11 11:47:00;;0;702
Valdeolmos-Alalpardo;2023/04/11 11:47:00;;0;1625
Campo Real;2023/04/11 11:47:00;;0;339
Valdeavero;2023/04/11 11:47:00;;321,54;1564
Villamanrique de Tajo;2023/04/11 11:47:00;;0;1739
Cobeña;2023/04/11 11:47:00;;282,75;416
Fresnedillas de la Oliva;2023/04/11 11:47:00;;609,76;565
Valdilecha;2023/04/11 11:47:00;;0;1659
El Berrueco;2023/04/11 11:47:00;;0;210
Pezuela de las Torres;2023/04/11 11:47:00;;392,16;1111
Villar del Olmo;2023/04/11 11:47:00;;0;1795
Guadarrama;2023/04/11 11:47:00;9;234,31;685
San Martín de Valdeiglesias;2023/04/11 11:47:00;;88,89;1338
Torrelodones;2023/04/11 11:47:00;17;352,26;1527
Boadilla del Monte;2023/04/11 11:47:00;8;87,77;225
Torrejón de Velasco;2023/04/11 11:47:00;;243,9;1505
Villanueva de Perales;2023/04/11 11:47:00;;0;1782
Tielmes;2023/04/11 11:47:00;;0;1467
San Sebastián de los Reyes;2023/04/11 11:47:00;14;76,29;1343
Guadalix de la Sierra;2023/04/11 11:47:00;;0;679
Humanes de Madrid;2023/04/11 11:47:00;;141,74;730
Chinchón;2023/04/11 11:47:00;;69,44;528
Cadalso de los Vidrios;2023/04/11 11:47:00;;223,71;318
Hoyo de Manzanares;2023/04/11 11:47:00;;212,31;724
Torrejón de la Calzada;2023/04/11 11:47:00;;66,36;1492
Estremera;2023/04/11 11:47:00;;0;552
Corpa;2023/04/11 11:47:00;;0;480
Meco;2023/04/11 11:47:00;6;291,69;838
Madarcos;2023/04/11 11:47:00;;0;783
Zarzalejo;2023/04/11 11:47:00;;475,06;1837
Arganda del Rey;2023/04/11 11:47:00;9;88,62;148
Collado Mediano;2023/04/11 11:47:00;;0;468
Daganzo de Arriba;2023/04/11 11:47:00;;0;534
Manzanares El Real;2023/04/11 11:47:00;;59,7;822
Buitrago del Lozoya;2023/04/11 11:47:00;;838,57;278
Valdelaguna;2023/04/11 11:47:00;;0;1570
Valdepiélagos;2023/04/11 11:47:00;;0;1631
